mid,name,name yomigana,artist,artist yomigana,music ascii,simplified chinese,original artist,aka1,aka2,aka3,aka4,aka5,aka6,aka7
207,Daily Lunch Special (tpz Overcute Remix),deiriiranchisupesharuteiipiizettooobaakyuutorimikkusu,t+pazolite,topazoraito,daily lunch special tpazolite,,Lucky Vacuum,,,,,,,
208,DEADLOCK XXX,deddorokkutoripuruekusu,BlackY,burakkii,deadlock blacky,,,死锁,,,,,,
209,Fly to Next World (syzfonics Remix),furaitounekusutowaarudoshizufonikusurimikkusu,syzfonics,shizufonikusu,fly to next world syzfonics,,Qrispy Joybox,,,,,,,
210,Mother Ship (C-YA MIX),mazaashippushiiyamikkusu,C-YA,shiiya,mother ship cya,,Sota Fujimori,,,,,,,
211,Sakura Reflection (P*Light Slayer Remix),sakurarifurekushonpiraitosureiyaarimikkusu,P*Light,piraito,sakura reflection plight,,,樱反射|P高兴反射,,,,,,
212,Sakura Reflection 音頭 -盆踊Remix-,sakurarifurekushon'ondobon'odorimikkusu,源屋,minamotoya,sakura reflection minamotoya,,,音头|盆踊,,,,,,
213,She is my wife すーぱーアイドル☆ミツル子Remixちゃん,shiiizumaiwaifusuupaaaidorumitsurukorimikkusuchan,高井さんとuno(IOSYS),takaisantouno,she is my wife uno,,SUPER STAR 満-MITSURU-,她是我老婆,,,,,,
214,snow storm -euphoria-,sunoosutoomuyuuforia,Yooh,yuu,snow storm yooh,,dj TAKA,雪暴|重雪暴,,,,,,
215,Survival Games (Hommarju Remix),sabaibarugeemuzuomaajurimikkusu,Hommarju,omaaju,survival games hommarju,,VENUS,,,,,,,
216,Unicorn tail Dustboxxxx RMX,yunikoonteirudasutobokkusurimikkusu,Dustboxxxx,dasutobokkusu,unicorn tail dustboxxxx,,DJ YOSHITAKA|4C,,,,,,,
217,UNLIMITED FIRE (DJ Amane Remix),anrimiteddofaiyaadiijieeamanerimikkusu,DJ Amane,diijieeamane,unlimited fire amane,,TAG,,,,,,,
218,アルストロメリア KURO-HACO Remix,arusutoromeriakurohakorimikkusu,kuroburger,kurobaagaa,alstroemeria kuroburger,,TAG,,,,,,,
219,カラルの月 Verdammt Remix,kararunotsukifeadamutorimikkusu,Verdammt,feadamuto,kararunotsuki verdammt,,猫叉劇団|猫叉剧团,,,,,,,
220,音楽 -壊音楽 mix-,ongakukaiongakumikkusu,LeaF,riifu,ongaku leaf,音乐 -坏音乐 mix-,wac.,,,,,,,
221,音楽 -resolve-,ongakurizorubu,Yu_Asahina,yuuasahina,ongaku yuasahina,音乐 -resolve-,wac.,人生,,,,,,
222,隅田川夏恋歌 (I/O Angel mix),sumidagawakarenkaaiooenjierumikkusu,Daisuke Ohnuma(大福P),daisukeoonuma,sumidagawa ohnuma,隅田川夏恋歌,seiya-murai feat.ALT,,,,,,,
223,少年は空を辿る Prog Piano Remix,shounenhasorawotadorupurogupianorimikkusu,とろまる,toromaru,syonenha sorawo tadoru toromaru,少年追逐着天空,Power Of Nature,,,,,,,
224,WobbleTangleFestival,waburutangurufesuteibaru,Relect,rirekuto,wobble tangle festival relect,,,,,,,,,
225,Next infection,nekusutoinfekushon,Sanaas,sanaazu,next infection sanaas,,,,,,,,,
226,DELETED MOTION,deriiteddomooshon,たちのん,tachinon,deleted motion touch,,,,,,,,,
227,Tomato Leaf Breaks,tomatoriifubureikusu,millstones,mirusutoonzu,tomato leaf breaks millstones,,,,,,,,,
228,C18H27NO3,kapusaishin,Team Grimoire,chiimugurimowaaru,c18h27no3 teamgrimoire,,,辣椒素,,,,,,
229,Booths of Fighters,buusuobufaitaazu,"RoughSketch + DD""ナカタ""Metal",rafusuketchipurasudiidiinakatametaru,booths of fighters roughsketch,,,BOF,Keep the chain!,刚力罗之壁,,,,
230,Party Stream !!,paateiisutoriimu,DJ Amane,diijieeamane,party stream amane,,,,,,,,,
231,honey trap,haniitorappu,そよもぎ,soyomogi,honey trap soyomogi,,,,,,,,,
232,悪いところがひとつもない！,waruitokorogahitotsumonai,臨界モスキー党,rinkaimosukiitou,waruitokoroga rinkaimosquito,一点坏处都没有,,恶,,,,,,
,,,,,,,,,,,,,,
234,デストロイマーチ,desutoroimaachi,桜華,ouka,destroymarch ouka,,,,,,,,,
235,青春☆してるかい？READY&LADY!,seishunshiterukairediiandoredii,LV.4 feat.みゆ,reberufoufiicharingumiyu,seisyunshiteru lv4,青春在吗？READY&LADY,,,,,,,,
236,Goodbye-bye Planet,guddobaibaipuranetto,黒魔,kuroma,goodbyebye planet kuroma,,,,,,,,,
237,dream control,doriimukontorooru,C-YA,shiiya,dream control cya,,,,,,,,,
238,自由のための不自由,jiyuunotamenofujiyuu,上村香月,uemurakatsuki,jiyuunotame uemurakatsuki,为自由的不自由,,,,,,,,
239,Foolish Hero,fuurisshuhiiroo,lapix,rapisu,foolish hero lapix,,,,,,,,,
240,VERSUS!!,baasasu,しけもく,shikemoku,versus shikemoku,,,,,,,,,
241,Lieselotte,riizerotte,wa.,wa,lieselotte wa,,,,,,,,,
242,サヨナラデイズ,sayonaradeizu,七誌,nanashi,sayonara days nanashi,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
245,Smile,sumairu,Hommarju feat. 実谷なな,omaajufiicharingumitaninana,smile hommarju,,,,,,,,,
246,Voice 2 Voice,voisutouuvoisu,MAD CHILD,maddochairudo,voice2voice madchild,,,,,,,,,
247,Joyeuse,juwayuusu,ke-ji,keeji,joyeuse keji,,,基佬剑|愉悦剑,,,,,,
248,Diffused Reflection,difuyuuzudorifurekushon,ニシジマユーキ,nishijimayuuki,diffused reflection nishijimayuuki,,,,,,,,,
,,,,,,,,,,,,,,
250,Crack Traxxxx,kurakkutorakkusu,Lite Show Magic (t+pazolite vs C-Show),raitoshoomajikkutopazoraitobaasasushishou,crack traxxxx lite show magic,,,,,,,,,
251,Double Universe,daburuyunibaasu,Hommarju vs P*Light,omaajubaasasupiraito,double universe hommarju plight,,,双宇宙,,,,,,
252,Qubism,kyubizumu,Hate vs Brilliance,heitobaasasubuririansu,qubism hate brilliance,,,立体派,,,,,,
253,ませまてぃっく❤ま+ま=まじっく！,masemateikkumamamajikku,かめりあ feat. ななひら,kameriafiicharingunanahira,mathematic kameria,,,,,,,,,
254,HAPPY HEART BEAT,happiihaatobiito,ヒゲドライバー,higedoraibaa,happyheartbeat higedriver,,,,,,,,,
255,Dawn of Asia,doon'obueijia,ginkiha+kamome sano,ginkihapurasukamomesano,dawn of asia kamome ginkiha,,,,,,,,,
256,OVERDRIVERS,oobaadoraibaazu,P*Light feat. mow*2,piraitofiicharingumoomoo,overdrivers plight,,,,,,,,,
257,En FIRE-G SOUL,enfaiyaajiisouru,Yooh,yuu,en fire g soul yooh,,,,,,,,,
258,XROSS INFECTION,kurosuinfekushon,BlackY vs. Yooh,burakkiibaasasuyuu,xross infection blacky yooh,,,交叉感染,,,,,,
259,Quietus Ray,kuwaitasurei,xi,sai,quietus ray xi,,,死光,,,,,,
260,GIGI BABA,jijibaba,ヒゲドライバー,higedoraibaa,gigi baba higedriver,,,,,,,,,
261,Vindicator,vindikeetaa,void (Mournfinale),voido,vindicator void,,,,,,,,,
262,華陽炎-Hana Kagerou-,hanakagerou,源屋 feat.Kuroa*,minamotoyafiicharingukuroa,hanakagerou minamotoya,华阳炎,,,,,,,,
263,Starlight Express,sutaaraitoekusupuresu,ginkiha,ginkiha,starlight express ginkiha,,,星光快递,,,,,,
264,獣性オーバーフロウ,juuseioobaafurou,PROCYON KNIGHTS PROJECT,purokionnaitsupurojiekuto,juusei overflow procyon,,,兽性,,,,,,
265,Raptate,rapputeeto,削除,sakujo,raptate sakujo,,,,,,,,,
266,殯,mogari,かねこちはる,kanekochiharu,mogari kanekochiharu,殡,,,,,,,,
267,INFINITY OVERDRIVE,infiniteioobaadoraibu,DecisionS(kanone + nora2r),dishijonzu,infinity overdrive decisions,,,反旋钮,,,,,,
268,GEROL,geroru,Hommarju,omaaju,gerol hommarju,,,,,,,,,
269,HAELEQUIN,haarekuin,orangentle / Yu_Asahina,oranjientoruyuuasahina,haelequin yuasahina,,,哈里昆|小丑,,,,,,
,,,,,,,,,,,,,,
271,VALLIS-NERIA,varisuneria,DJ YOSHITAKA,diijieeyoshitaka,vallis djyoshitaka,,,中二三部曲|中二歌,,,,,,
272,I'm so Happy,aimusouhappii,Ryu☆,ryuu,im so happy ryu,,,我巨爽,,,,,,
273,ラクガキスト,rakugakisuto,cosMo＠暴走P feat.GUMI,kosumoattobousoupiifiicharingugumi,rakugakist cosmo,,,,,,,,,
274,HΨ=世界創造=EΨ,sekaisouzou,"黒猫アンティーク feat.IA,GUMI",kuronekoanteiiku,sekaisozo kuroneko,世界创造,,,,,,,,
275,ロストワンの号哭,rosutowannogoukoku,Neru,neru,lostone neru,Lastone的号哭,,,,,,,,
276,Bad ∞ End ∞ Night,baddoendonaito,ひとしずく×やま△,hitoshizukukakeruyamasankakkei,bad end night hitosizuku,,,,,,,,,
277,迷妄少年と小世界,meimoushounentoshousekai,164 feat. GUMI,ichirokuyonfiicharingugumi,meimoushonen 164,迷妄少年与小世界,,,,,,,,
278,いーあるふぁんくらぶ,iiarufankurabu,みきとP,mikitopii,i aru fanclub mikitop,一二粉丝俱乐部,,中国|汉语,救救我的钵钵鸡,,,,,
279,トリノコシティ,torinokoshitei,40mP,yonjuumeetorupii,torinokocity 40mp,,,,,,,,,
280,え？あぁ、そう。,eaasou,蝶々P,chouchoupii,e aa sou chocho,,,,,,,,,
281,ネトゲ廃人シュプレヒコール,netogehaijinshupurehikooru,さつき が てんこもり,satsukigatenkomori,netogehaijin satsuki,网络游戏废人,,,,,,,,
282,BabeL ～Next Story～,baberunekusutosutoorii,Power Of Nature,pawaaobuneichaa,babel pon,,,,,,,,,
283,Hail Storm,heirusutoomu,FELT,feruto,hail storm felt,,,,,,,,,
,,,,,,,,,,,,,,
285,Catadioptric,katadioputorikku,Jerico,jieriko,catadioptric jerico,,,,,,,,,
286,"Electric ""Sister"" Bitch",erekutorikkushisutaabitchi,t+pazolite,topazoraito,electric sister bitch tpazolite,,,,,,,,,
287,U.N.オーエンは彼女なのか？(TO-HOlic mix),yuuenuooenhakanojonanokatoohorikkumikkusu,C-Show,shishou,unoen cshow,,,,,,,,,
288,U.N. Owen was her? (Hyuji Remix),yuuenuooenhakanojonanokahyuujirimikkusu,Hyuji,hyuuji,unowen hyuji,,,,,,,,,
289,U.N.オーエンは彼女なのか？haru_naba Remix,yuuenuooenhakanojonanokaharunabarimikkusu,はるなば,harunaba,unowen harunaba,,,,,,,,,
290,ワヴル魔法図書館,wavurumahoutoshokan,wobble magic library,waburumajikkuraiburarii,wobble mahou kamome,巴瓦鲁魔法图书馆,,,,,,,,
291,愛くるしフール -Not EASY!!-,aikurushifuurunoizui,2ボス如きに負けるかぼちゃではなｙうわー,kabocha,aikurusi kabocha,天真的蠢人,,,,,,,,
292,やばいつよくてあたまいいあたいのうた,yabaitsuyokuteatamaiiatainouta,Shiron feat. Kuroa*,shironfiicharingukuroa,yabaitsuyokute shiron,,,,,,,,,
293,Cirno Break,chirunobureiku,さわわ,sawawa,cirno break sawawa,,,,,,,,,
294,Devotion,devooshon,void (Mournfinale),voido,devotion void,,,,,,,,,
295,おお われら喜び讃うべし、主よ,oowarerayorokobitataubeshishuyo,すのうまん,sunouman,oowarera snowman,主啊，我心所慕喜乐,,,,,,,,
296,Silver Impact,shirubaainpakuto,Arch,aachi,silver impact arch,,,,,,,,,
297,Venona,venona,DOUBLE HELIX【たちのん&零-zero-】,daburuherikkusutachinonzero,venona doublehelix,,,,,,,,,
298,Over the Starlit sky,oobaazasutaarittosukai,MUZIK SERVANT feat.CHERICa,myuujikkusaavantofiicharingucherika,over the starlit sky muzik servant,,,,,,,,,
299,#Fairy_dancing_in_lake,feariidanshinguinreiku,uno(IOSYS),uno,fairy dancing in lake uno,,,跳湖|妖精跳,,,,,,
300,Lunatic Rough Party!!,runateikkurafupaatei,かめりあ,kameria,lunatic rough party kameria,,,Do you wanna party?,山茶花妖精,,,,,
301,ルーネイトエルフ(Riz Mix),ruuneitoerufurizumikkusu,Riz,rizu,lunate elf riz,,,,,,,,,
302,Lunartic Dial,runateikkudaiaru,Shiron,shiron,lunartic dial shiron,,,月时计,,,,,,
303,夢の空、約束の場所,yumenosorayakusokunobasho,Illusion Sonic,iryuujonsonikku,yumenosora illusion sonic,梦中的天空，约束的地点,,梦之空，约束的场所,,,,,,
304,上海紅茶館 ～ Chinese Tea Orchid Remix,shanhaikouchakanchainiizuteiiookiddorimikkusu,Yooh,yuu,syanhaikoucha yooh,上海红茶馆,,,,,,,,
305,赤より紅い夢 -lucid dream Mix-,akayoriakaiyumerushiddodoriimumikkusu,くるぶっこちゃん,kurubukkochan,akayoriakaiyume kurubukko,比赤色更红的梦,,赤红梦,,,,,,
306,赤より紅い夢-Aya2g Tech Dance Remix-,akayoriakaiyumeayatsugutekkudansurimikkusu,Ayatsugu_Otowa,ayatsuguotowa,akayoriakaiyume ayatsugu otowa,比赤色更红的梦,,赤红梦,,,,,,
307,We Are The Scarlet (SDVX Edit),uiaazasukaarettosaundoborutekkusueditto,天音 (Rolling Contact),amane,we are the scarlet amane,,,,,,,,,
,,,,,,,,,,,,,,
309,太陽はやめて！ぼくらのスカーレット警察,taiyouhayametebokuranosukaarettokeisatsu,七条レタスグループ starring ココ,shichijouretasuguruupusutaaringukoko,scarlet keisatsu retasu,不要太阳！我们的斯卡雷特警察,,,,,,,,
310,魔法少女達の百年祭(masty core remix),mahoushoujotachinohyakunensaimasuteikoarimikkusu,masty,masutei,mahousyojotachi masty,魔法少女们的百年祭,,,,,,,,
311,モモンが門番ばんっ☆,momongamonbanbantsu,ねこみりん feat.みゆ,nekomirinfiicharingumiyu,momonga nekomirin,,,门番,,,,,,
312,Indomitable Spirit,indomitaburusupiritto,Tracy feat.ほたる,toreeshiifiicharinguhotaru,indomitable spirit tracy,,,,,,,,,
313,桜華月想-SDVX EDIT-,oukagetsusouesudiivuiekkusueditto,源屋 feat. 3L,minamotoyafiicharingusuriieru,oukagetsusou minamotoya,樱华月想,,,,,,,,
314,Darkness Pleasure,daakunesupurejaa,Hull feat.℃iel,harufiicharingushieru,darkness pleasure hull,,,,,,,,,
315,恋はどう？モロ◎波動OK☆方程式!!,koihadoumorohadouokkeehouteishiki,あべにゅうぷろじぇくと feat.佐倉紗織 produced by ave;new,abenyuupurojiekutofiicharingusakurasaoripurodeyuusudobaiabenyuu,koihadou avenue,去恋爱如何？直面波动也OK的方程式,,,,,,,,
316,Playing With Fire,pureinguuizufaia,kors k,koosuke,playing with fire korsk,,,,,,,,,
317,ありふれたせかいせいふく,arifuretasekaiseifuku,ピノキオP,pinokiopii,arihuretasekaiseihuku pinocchio,,,,,,,,,
318,ハローラフター,haroorafutaa,Last Note.,rasutonooto,hello rahuta lastnote,,,,,,,,,
319,ユクエシレズ,yukueshirezu,こじろー feat.GUMI,kojiroofiicharingugumi,yukuesirezu kojiro,,,,,,,,,
320,曾根崎心中,sonezakishinjuu,デッドボールP,deddoboorupii,sonezakisinjuu deadball,曾根崎心中,,,,,,,,
321,8 -eight-,eito,Tom-H@ck feat.Nadia,tomuhakkufuyuucharingunadia,eight tomhack,,,,,,,,,
322,放課後ストライド,houkagosutoraido,Last Note.,rasutonooto,houkago stride lastnote,放学后疾走,,放课后,,,,,,
323,マネマネサイコトロピック,manemanesaikotoropikku,かいりきベア,kairikibea,manemane phycho kairikibear,,,,,,,,,
324,True Blue,touruuburuu,dj TAKA feat.AiMEE,diijieetakafiicharingueimii,trueblue djtaka,,,真蓝,,,,,,
325,- dirty rouge -,daateiruuju,ぺのれり,penoreri,dirty rouge penoreri,,,,,,,,,
326,"コンベア速度Max!? しゃいにん☆廻転ズシ""Sushi&Peace""",konbeasokudomakkusushaininkaitenzushisushiandopiisu,かめりあ feat. ななひら,kameriafiicharingunanahira,sushi peace kameria,"运送速度Max！？闪亮回转寿司""Sushi & Peace""",,,,,,,,
327,Shadows in the Light,shadouinzaraito,Sta,suta,shadows in the light sta,,,,,,,,,
328,Future MUSiC,fuyuuchaamyuujikku,Ym1024 feat. lamie*,waiemuichizeroniiyonfiicharinguramii,futuremusic ym1024,,,,,,,,,
329,Decretum,dikureitouumu,Project Mayhem,purojiekutomeihemu,decretum project mayhem,,,,,,,,,
330,Paradoxy,paradokishii,lapix,rapisu,paradoxy lapix,,,,,,,,,
331,ゆうしゃのなつやすみ,yuushanonatsuyasumi,Verdammt,feadamuto,yuusya verdammt,,,,,,,,,
332,crazy cinema story,kureijiishinemasutoorii,黒魔,kuroma,crazy cinema story kuroma,,,,,,,,,
333,ムーニャポヨポヨスッポコニャーゴ,muunyapoyopoyosuppokonyaago,全日本スッポコニャーゴ親衛隊,zennipponsuppokonyaagoshin'eitai,munya supokonyago,,,,,,,,,
334,Demetel,deemeeteeru,ETIA.,iisha,demetel etia,,,,,,,,,
335,will o' the wisp,uiruozauisupu,XIzE,saizu,will o the wisp xize,,,狐狸,鬼火,,,,,
336,神となり彼が見た境界線,kamitonarikaregamitakyoukaisen,上村香月,uemurakatsuki,kamitonari uemurakatsuki,作为神明和她所指示的世界线,,境界线,,,,,,
337,snow motion,sunoomooshon,こふ,kofu,snow motion kofu,,,,,,,,,
338,嘘と接吻,usotoseppun,yozaquar feat.ぁゅ,yozakarufiicharinguayu,usotoseppun yozaquar,谎言与接吻,,嘘,,,,,,
339,Innocent Tempest,inosentotenpesuto,Diceros Bicornis,daiserosubikorunisu,innocent tempest diceros,,,无罪暴风,骗手歌,,,,,
340,絢爛創世絵巻物,kenransouseiemakimono,ke-ji,keeji,kenransousei keji,绚烂创世绘卷物,,,,,,,,
341,雪女,yukionna,かねこちはる,kanekochiharu,yukionna kanekochiharu,,,,,,,,,
342,Fiat Lux,fiattorukusu,xi,sai,fiat lux xi,,,,,,,,,
343,Dignity,diguniteii,Yooh,yuu,dignity yooh,,,尊严,,,,,,
344,LEMON SUMMER,remonsamaa,パイタン,paitan,lemond summer paitan,,,,,,,,,
345,Profession,purofesshon,syzfonics,shizufonikusu,profession syzfonics,以Igomoyos=omul为主题的软乎乎搓盘尝试,,,,,,,,
346,イゴモヨス＝オムルのテーマによるブヨブヨ・スケッチの試み,igomoyosuomurunoteemaniyorubuyobuyosuketchinokokoromi,日本楽音ノイズ協会,nihongakuonnoizukyoukai,igoyomosu gakuon,,,,,,,,,
347,トラウィスカルパンテクートリ,torauisukarupantekuutori,Noah,noa,tlahuiz noah,,,,,,,,,
348,ボルテ体操第一,borutetaisoudaiichi,Kaoru feat.FG75,kaorufiicharingufujinago,volte taisou kaoru,暴龙天体操第一,,,,,,,,
349,Rings of Rainbow,ringusuobureinboo,Hommarju,omaaju,rings of rainbow hommarju,,,,,,,,,
350,侵蝕コード：666　-今日ちょっと指（略-,shinshokukoodotoripurushikusukyouchottoyubikakkoryaku,かぼちゃ「黒幕はあやつぐ」と供述しており,kabocha,sinryaku kabocha,侵蚀暗号：666 -今天稍微让手指（略,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
353,BUBBLE RAVER,baburureibaa,P*Light,piraito,bubble raver plight,,,,,,,,,
354,タイムマシン,taimumashin,1640mP,senroppyakuyonjuumeetorupii,timemachine 1640mp,,,,,,,,,
355,shiningray,shainingurei,164 feat.GUMI,ichirokuyonfiicharingugumi,shiningray 164,,,,,,,,,
356,クノイチでも恋がしたい,kunoichidemokoigashitai,みきとP feat. 松下,mikitopiifiicharingumatsushita,kunoichi matsushita,女忍者也要谈恋爱,,,,,,,,
357,Last Battalion,rasutobatarion,ETIA.,iisha,last battalion etia,,,审判,,,,,,
358,TrailBlazer,toreirubureizaa,cold kiss,koorudokisu,trailblazer coldkiss,,,节制,,,,,,
359,choux à la crème,shuuarakureemu,kamome sano,kamomesano,choux a la creme kamome,,,战车,奶油泡芙,,,,,
360,Black Emperor,burakkuenperaa,黒魔,kuroma,black emperor kuroma,,,世界,黑皇帝,CBBBCBBB,,,,
361,take a step forward,teikuasuteppufowaado,uma,yuuma,take a step forward uma,,,力量,,,,,,
362,Harpuia,harupyuia,BlackY,burakkii,harpuia blacky,,,世界,,,,,,
363,Last Concerto,rasutokoncheruto,ke-ji,keeji,last concerto keji,,,命运之轮,,,,,,
364,Hellfire,herufaia,Hommarju,omaaju,hellfire hommarju,,,塔,地狱火,,,,,
365,超越してしまった彼女と其を生み落した理由,chouetsushiteshimattakanojotosorewoumiotoshitariyuu,Ayatsugu_Otowa,ayatsuguotowa,chouetsu ayatsugu otowa,神格化少女及其存在之理,,死神,超越,,,,,
366,Bangin' Burst,banginbaasuto,かめりあ,kameria,bangin burst kameria,,,皇帝,国王,,,,,
367,For UltraPlayers,fooarutorapureiyaazu,cosMo＠暴走P,kosumoattobousoupii,for ultraplayers cosmo,,,女王,女王真是名曲啊,for 暴龙天players|for 装逼players,,,,
368,LittleGameStar,ritorugeemusutaa,An,an,littlegamestar an,,,恋人,小游戏星,,,,,
369,EOS -INFINITE EDIT-,eosuinfinittoeditto,ginkiha,ginkiha,eos ginkiha,,,星星,,,,,,
370,Hoshizora Illumination,hoshizorairumineeshon,you,yuu,hoshizora illumination you,,,太阳,大猩猩,,,,,
,,,,,,,,,,,,,,
372,odds and ends,ozzuandoenzu,MarcheИ,meruhen,odds and ends marchen,,,倒吊人,,,,,,
373,ウバワレ,ubaware,TAKU1175,takuiinago,ubaware taku1175,,,月亮,,,,,,
374,BLACK or WHITE?,burakkuoahowaito,BlackYooh vs. siromaru,burakkyuubaasasushiromaru,black or white blackyoohsiromaru,,,恶魔,黑白,辣椒素,,,,
375,Erlung,aaran,削除,sakujo,erlung sakujo,,,愚人,,,,,,
376,Verse IV,baasufoo,ZOGRAPHOS (Yu_Asahina+Yamajet),zogurafosuyuuasahinapurasuyamajietto,verse4 zographos,,,魔术师,四次元,,,,,
377,はなむけ,hanamuke,ふる,furu,hanamuke hulu,,,正义,,,,,,
378,Stella Sinistra,suterashinisutora,Akhuta Philharmonic Orchestra,akutafiruhaamonikkuookesutora,stella sinistra akhuta,,,,,,,,,
379,マインド・ゲーム,maindogeemu,96 with メカショッチョー,kurouizumekashotchoo,mindgame 96scu,,,,,,,,,
380,PUNISHER,panisshaa,TAG×PON,tagukakerupon,punisher tagpon,,,,,,,,,
381,HYENA,haiena,Hommarju,omaaju,hyena hommarju,,,,,,,,,
382,WAVE,ueebu,niki feat.kradness,nikifiicharingukuraddonesu,wave niki,,,,,,,,,
383,命のユースティティア,inochinoyuusuteiteia,Neru,neru,inochi neru,生命的正义女神,,,,,,,,
384,FLYING OUT TO THE SKY,furainguautotouuzasukai,かめりあ,kameria,flying out to the sky,,,,,,,,,
385,十六夜桜-Zakura-,izayoizakura,u-z,yuuji,izayoi uz,十六夜樱,,,,,,,,
386,群青硝子のスピカ,gunjougarasunosupika,unatra / カラクサ,unatorakarakusa,gunjougarasu unatora,群青琉璃的角宿一,,,,,,,,
387,超爽快☆パッショネイト・フィーバー,chousoukaipasshoneitofiibaa,Ayatsugu_Otowa,ayatsuguotowa,chosoukai ayatsugu,,,,,,,,,
388,Arcadia,arukadia,CHRIS (Sound Libero),kurisusaundoribero,arcadia chris,,,,,,,,,
389,デッドボヲルdeホームラン,deddoboorudehoomuran,猫叉Masterβ2,nekomatamasutaabeetatsuu,deadball nekomata,,,,,,,,,
390,轟け！恋のビーンボール！！,todorokekoinobiinbooru,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,dainamikkuyakyuukyoudaibaasasukurosufaiyaapurimu,todoroke yakyubros,怒吼吧！恋爱的Beanball,,,,,,,,
391,野球の遊び方　そしてその歴史　～決定版～,yakyuunoasobikatasoshitesonorekishiketteiban,あさき大監督,asakidaikantoku,yakyunoasobikata asaki,棒球的玩法及其历史 ~决定版~,,,,,,,,
